tiplabel	gen	fam	ord	clade	higher	genes	samp	PC	Source_upham	ID_upham	extinct?	newSinceMSW3?	IFnew_Category	IFnew_GeoRegion	IFnew_Citation
Crocidura_manengubae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5575	0	0	NA	NA	NA
Crocidura_maquassiensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5576	0	0	NA	NA	NA
Crocidura_mariquensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41334	0	0	NA	NA	NA
Crocidura_maurisca_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41335	0	0	NA	NA	NA
Crocidura_maxi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41336	0	0	NA	NA	NA
Crocidura_mdumai_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	newSp	100000061	0	1	deNovo	Tanzania	"Stanley,__W.T.,__Hutterer,__R.,__Giarla,__T.C.__&__Esselstyn,__J.A.__(2015).__Phylogeny,__phylogeography__and__geographical__variation__in__the__Crocidura__monax__(Soricidae)__species__complex__from__the__montane__islands__of__Tanzania,__with__descriptions__of__three__new__species.__Zoological__Journal__of__the__Linnean__Society__174:__185â€“215."
Crocidura_mindorus_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	5606	0	0	NA	NA	NA
Crocidura_miya_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	5608	0	0	NA	NA	NA
Crocidura_monax_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	8	sampled	PC15_Eulipotyphla	IUCN	5577	0	0	NA	NA	NA
Crocidura_monticola_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	41337	0	0	NA	NA	NA
Crocidura_montis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	41338	0	0	NA	NA	NA
Crocidura_munissii_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	newSp	100000062	0	1	deNovo	Tanzania	"Stanley,__W.T.,__Hutterer,__R.,__Giarla,__T.C.__&__Esselstyn,__J.A.__(2015).__Phylogeny,__phylogeography__and__geographical__variation__in__the__Crocidura__monax__(Soricidae)__species__complex__from__the__montane__islands__of__Tanzania,__with__descriptions__of__three__new__species.__Zoological__Journal__of__the__Linnean__Society__174:__185â€“215."
Crocidura_muricauda_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	41339	0	0	NA	NA	NA
Crocidura_musseri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	136711	0	0	NA	NA	NA
Crocidura_mutesae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	41340	0	0	NA	NA	NA
Crocidura_nana_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41341	0	0	NA	NA	NA
Crocidura_nanilla_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41342	0	0	NA	NA	NA
Crocidura_neglecta_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	newSp	100000063	0	1	splitFromIUCN	NA	"Esselstyn,__J.__A.,__Maharadatunkamsi,__Achmadi,__A.__S.,__Siler,__C.__D.,__&__Evans,__B.__J.__(2013).__Carving__out__turf__in__a__biodiversity__hotspot:__multiple,__previously__unrecognized__shrew__species__co-occur__on__Java__Island,__Indonesia.__Molecular__Ecology,__22(19),__4972â€“4987.__http://doi.org/10.1111/mec.12450"
Crocidura_negligens_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	136786	0	0	NA	NA	NA
Crocidura_negrina_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	5609	0	0	NA	NA	NA
Crocidura_newmarki_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	newSp	100000064	0	1	deNovo	Tanzania	"Stanley,__W.T.,__Hutterer,__R.,__Giarla,__T.C.__&__Esselstyn,__J.A.__(2015).__Phylogeny,__phylogeography__and__geographical__variation__in__the__Crocidura__monax__(Soricidae)__species__complex__from__the__montane__islands__of__Tanzania,__with__descriptions__of__three__new__species.__Zoological__Journal__of__the__Linnean__Society__174:__185â€“215."
Crocidura_nicobarica_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5610	0	0	NA	NA	NA
Crocidura_nigeriae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41344	0	0	NA	NA	NA
Crocidura_nigricans_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41345	0	0	NA	NA	NA
Crocidura_nigripes_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	5	sampled	PC15_Eulipotyphla	IUCN	41447	0	0	NA	NA	NA
Crocidura_nigrofusca_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41346	0	0	NA	NA	NA
Crocidura_nimbae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	5578	0	0	NA	NA	NA
Crocidura_nimbasilvanus_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	newSp	100000065	0	1	deNovo	NA	"Jacquet,__F.,__Hutterer,__R.,__Nicolas,__V.,__Decher,__J.,__Colyn,__M.,__Couloux,__A.,__&__Denys,__C.__(2013).__New__Status__for__Two__African__Giant__Forest__Shrews,__Crocidura__goliath__goliath__and__C.__goliath__nimbasilvanus__(Mammalia:__Soricomorpha),__Based__on__Molecular__and__Geometic__Morphometric__Analyses.__African__Zoology,__48(1),__13â€“29.__http://doi.org/10.3377/004.048.0108"
Crocidura_ninoyi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	newSp	100000066	0	1	deNovo	Philippines__(Sibuyan)	"Esselstyn,__J.A.__&__Goodman,__S.M.__10.__New__species__of__shrew__(Soricidae:__Crocidura)__from__Sibuyan__Island,__Philippines.__Journal__of__Mammalogy__91:1467-1472"
Crocidura_niobe_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41347	0	0	NA	NA	NA
Crocidura_obscurior_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	41457	0	0	NA	NA	NA
Crocidura_olivieri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	5	sampled	PC15_Eulipotyphla	IUCN	41348	0	0	NA	NA	NA
Crocidura_orientalis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	8	sampled	PC15_Eulipotyphla	IUCN	5611	0	0	NA	NA	NA
Crocidura_orii_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5590	0	0	NA	NA	NA
Crocidura_pachyura_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	40623	0	0	NA	NA	NA
Crocidura_palawanensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	5	sampled	PC15_Eulipotyphla	IUCN	5613	0	0	NA	NA	NA
Crocidura_panayensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	newSp	100000067	0	1	deNovo	NA	"Hutterer,__R.__07.__Records__of__shrews__from__Panay__and__Palawan,__Philippines,__with__the__description__of__two__new__species__of__Crocidura__(Mammalia:__Soricidae).__Lynx__(Praha)__38:__5â€“."
Crocidura_paradoxura_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	5614	0	0	NA	NA	NA
Crocidura_parvipes_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	41349	0	0	NA	NA	NA
Crocidura_pasha_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41350	0	0	NA	NA	NA
Crocidura_pergrisea_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5615	0	0	NA	NA	NA
Crocidura_phaeura_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5580	0	0	NA	NA	NA
Crocidura_phanluongi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	newSp	100000068	0	1	deNovo	"Cambodia,__Vietnam"	"Jenkins,__P.D.,__Abramov,__A.V.,__Rozhnov,__V.V.__&__Olsson,__A.__10.__A__new__species__of__Crocidura__(Soricomorpha:__Soricidae)__from__southern__Vietnam__and__north-eastern__Cambodia.__Zootaxa__2345:60-68"
Crocidura_phuquocensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	newSp	100000069	0	1	deNovo	Vietnam	"Abramov,__A.V.,__Jenkins,__P.D.,__Rozhnov,__V.V.__&__Kalinin,__A.A.__2008.__Description__of__a__new__species__of__Crocidura__(Soricomorpha:__Soricidae)__from__the__island__of__Phu__Quoc,__Vietnam.__Mammalia__72:269-272."
Crocidura_picea_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5636	0	0	NA	NA	NA
Crocidura_pitmani_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5637	0	0	NA	NA	NA
Crocidura_planiceps_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41351	0	0	NA	NA	NA
Crocidura_poensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	41352	0	0	NA	NA	NA
Crocidura_polia_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5591	0	0	NA	NA	NA
Crocidura_pullata_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41353	0	0	NA	NA	NA
Crocidura_raineyi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5592	0	0	NA	NA	NA
Crocidura_ramona_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	136722	0	0	NA	NA	NA
Crocidura_rapax_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	IUCN	136783	0	0	NA	NA	NA
Crocidura_religiosa_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5616	0	0	NA	NA	NA
Crocidura_rhoditis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	41354	0	0	NA	NA	NA
Crocidura_roosevelti_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41355	0	0	NA	NA	NA
Crocidura_russula_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	8	sampled	PC15_Eulipotyphla	IUCN	29652	0	0	NA	NA	NA
Crocidura_sapaensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	newSp	100000070	0	1	deNovo	Vietnam	"Jenkins,__P.D.,__Abramov,__A.V.,__Bannikova,__A.A.__&__Rozhnov,__V.V.__2013.__Bones__and__genes:__resolution__problems__in__three__Vietnamese__species__of__Crocidura__(Mammalia,__Soricomorpha,__Soricidae)__and__the__description__of__an__additional__new__species.__ZooKeys__313:__61â€“79.__[134]"
Crocidura_selina_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5593	0	0	NA	NA	NA
Crocidura_serezkyensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	29654	0	0	NA	NA	NA
Crocidura_shantungensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	6	sampled	PC15_Eulipotyphla	IUCN	5617	0	0	NA	NA	NA
Crocidura_sibirica_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	41356	0	0	NA	NA	NA
Crocidura_sicula_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	29655	0	0	NA	NA	NA
Crocidura_silacea_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	41357	0	0	NA	NA	NA
Crocidura_smithii_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41358	0	0	NA	NA	NA
Crocidura_sokolovi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	newSp	100000071	0	1	deNovo	Vietnam	"Jenkins,__P.D.,__Abramov,__A.V.,__Rozhnov,__V.V.__&__Makarova,__O.V.__07.__Description__of__two__new__species__of__white-toothed__shrews__belonging__to__the__genus__Crocidura__(Soricomorpha:__Soricidae)__from__Ngoc__Linh__Mountain,__Vietnam.__Zootaxa__1589:57-68."
Crocidura_somalica_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41359	0	0	NA	NA	NA
Crocidura_stenocephala_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	5582	0	0	NA	NA	NA
Crocidura_suaveolens_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	IUCN	29656	0	0	NA	NA	NA
Crocidura_susiana_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5618	0	0	NA	NA	NA
Crocidura_tanakae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	7	sampled	PC15_Eulipotyphla	IUCN	136238	0	0	NA	NA	NA
Crocidura_tansaniana_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5583	0	0	NA	NA	NA
Crocidura_tarella_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41360	0	0	NA	NA	NA
Crocidura_tarfayensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	41361	0	0	NA	NA	NA
Crocidura_telfordi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	2	sampled	PC15_Eulipotyphla	IUCN	5584	0	0	NA	NA	NA
Crocidura_tenuis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5619	0	0	NA	NA	NA
Crocidura_thalia_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	5585	0	0	NA	NA	NA
Crocidura_theresae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	41362	0	0	NA	NA	NA
Crocidura_thomensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5594	0	0	NA	NA	NA
Crocidura_trichura_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	136379	0	0	NA	NA	NA
Crocidura_turba_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41363	0	0	NA	NA	NA
Crocidura_ultima_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5638	0	0	NA	NA	NA
Crocidura_usambarae_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5586	0	0	NA	NA	NA
Crocidura_viaria_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	4	sampled	PC15_Eulipotyphla	IUCN	41364	0	0	NA	NA	NA
Crocidura_virgata_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	136602	0	0	NA	NA	NA
Crocidura_voi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	41365	0	0	NA	NA	NA
Crocidura_vorax_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	136454	0	0	NA	NA	NA
Crocidura_vosmaeri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	136447	0	0	NA	NA	NA
Crocidura_watasei_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	136341	0	0	NA	NA	NA
Crocidura_whitakeri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41366	0	0	NA	NA	NA
Crocidura_wimmeri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	IUCN	5587	0	0	NA	NA	NA
Crocidura_wuchihensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	8	sampled	PC15_Eulipotyphla	IUCN	136382	0	0	NA	NA	NA
Crocidura_xantippe_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5639	0	0	NA	NA	NA
Crocidura_yankariensis_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41367	0	0	NA	NA	NA
Crocidura_zaitsevi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	1	sampled	PC15_Eulipotyphla	newSp	100000072	0	1	deNovo	Vietnam	"Jenkins,__P.D.,__Abramov,__A.V.,__Rozhnov,__V.V.__&__Makarova,__O.V.__07.__Description__of__two__new__species__of__white-toothed__shrews__belonging__to__the__genus__Crocidura__(Soricomorpha:__Soricidae)__from__Ngoc__Linh__Mountain,__Vietnam.__Zootaxa__1589:57-68."
Crocidura_zaphiri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	41368	0	0	NA	NA	NA
Crocidura_zarudnyi_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	41369	0	0	NA	NA	NA
Crocidura_zimmeri_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	0	imputed	PC15_Eulipotyphla	IUCN	5640	0	0	NA	NA	NA
Crocidura_zimmermanni_SORICIDAE_EULIPOTYPHLA	Crocidura	SORICIDAE	EULIPOTYPHLA	Soricidae	Laurasiatheria	3	sampled	PC15_Eulipotyphla	IUCN	5588	0	0	NA	NA	NA
Crocuta_crocuta_HYAENIDAE_CARNIVORA	Crocuta	HYAENIDAE	CARNIVORA	Feliformes	Laurasiatheria	31	sampled	PC22_Carnivora	IUCN	5674	0	0	NA	NA	NA
Crossarchus_alexandri_HERPESTIDAE_CARNIVORA	Crossarchus	HERPESTIDAE	CARNIVORA	Feliformes	Laurasiatheria	2	sampled	PC22_Carnivora	IUCN	41593	0	0	NA	NA	NA
Crossarchus_ansorgei_HERPESTIDAE_CARNIVORA	Crossarchus	HERPESTIDAE	CARNIVORA	Feliformes	Laurasiatheria	1	sampled	PC22_Carnivora	IUCN	41594	0	0	NA	NA	NA
Crossarchus_obscurus_HERPESTIDAE_CARNIVORA	Crossarchus	HERPESTIDAE	CARNIVORA	Feliformes	Laurasiatheria	3	sampled	PC22_Carnivora	IUCN	41595	0	0	NA	NA	NA
Crossarchus_platycephalus_HERPESTIDAE_CARNIVORA	Crossarchus	HERPESTIDAE	CARNIVORA	Feliformes	Laurasiatheria	2	sampled	PC22_Carnivora	IUCN	41596	0	0	NA	NA	NA
Crossomys_moncktoni_MURIDAE_RODENTIA	Crossomys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	4	sampled	PC11_Muridae	IUCN	5679	0	0	NA	NA	NA
Crunomys_celebensis_MURIDAE_RODENTIA	Crunomys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	5	sampled	PC11_Muridae	IUCN	5704	0	0	NA	NA	NA
Crunomys_fallax_MURIDAE_RODENTIA	Crunomys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	0	imputed	PC11_Muridae	IUCN	5705	0	0	NA	NA	NA
Crunomys_melanius_MURIDAE_RODENTIA	Crunomys	MURIDAE	RODENTIA	Mouse-related	Euarchontoglires	3	sampled	PC11_Muridae	IUCN	5706	0	0	NA	NA	NA
